Time,X_Index,Y_Index,Concentration
0.18000,25,21,0.31583
0.18000,25,22,0.33433
0.18000,25,23,0.35324
0.18000,25,24,0.37257
0.18000,25,25,0.39233
0.18000,25,26,0.41251
0.18000,25,27,0.43311
0.18000,25,28,0.45414
0.18000,25,29,0.47558
0.18000,25,30,0.49744
0.18000,25,31,0.51971
0.18000,25,32,0.54237
0.18000,25,33,0.56542
0.18000,25,34,0.58885
0.18000,25,35,0.61264
0.18000,25,36,0.63678
0.18000,25,37,0.66125
0.18000,25,38,0.68603
0.18000,25,39,0.71111
0.18000,25,40,0.73646
0.18000,25,41,0.76207
0.18000,25,42,0.78791
0.18000,25,43,0.81395
0.18000,25,44,0.84018
0.18000,25,45,0.86657
0.18000,25,46,0.89310
0.18000,25,47,0.91973
0.18000,25,48,0.94644
0.18000,25,49,0.97321
0.18000,25,50,1.00000
0.18900,25,0,0.00000
0.18900,25,1,0.01384
0.18900,25,2,0.02770
0.18900,25,3,0.04161
0.18900,25,4,0.05559
0.18900,25,5,0.06966
0.18900,25,6,0.08386
0.18900,25,7,0.09819
0.18900,25,8,0.11269
0.18900,25,9,0.12737
0.18900,25,10,0.14226
0.18900,25,11,0.15738
0.18900,25,12,0.17274
0.18900,25,13,0.18836
0.18900,25,14,0.20427
0.18900,25,15,0.22047
0.18900,25,16,0.23698
0.18900,25,17,0.25382
0.18900,25,18,0.27100
0.18900,25,19,0.28852
0.18900,25,20,0.30641
0.18900,25,21,0.32466
0.18900,25,22,0.34329
0.18900,25,23,0.36230
0.18900,25,24,0.38170
0.18900,25,25,0.40148
0.18900,25,26,0.42165
0.18900,25,27,0.44221
0.18900,25,28,0.46316
0.18900,25,29,0.48449
0.18900,25,30,0.50619
0.18900,25,31,0.52827
0.18900,25,32,0.55071
0.18900,25,33,0.57351
0.18900,25,34,0.59665
0.18900,25,35,0.62012
0.18900,25,36,0.64391
0.18900,25,37,0.66800
0.18900,25,38,0.69238
0.18900,25,39,0.71702
0.18900,25,40,0.74192
0.18900,25,41,0.76704
0.18900,25,42,0.79238
0.18900,25,43,0.81791
0.18900,25,44,0.84361
0.18900,25,45,0.86945
0.18900,25,46,0.89541
0.18900,25,47,0.92147
0.18900,25,48,0.94761
0.18900,25,49,0.97379
0.18900,25,50,1.00000
0.19800,25,0,0.00000
0.19800,25,1,0.01436
0.19800,25,2,0.02873
0.19800,25,3,0.04316
0.19800,25,4,0.05764
0.19800,25,5,0.07222
0.19800,25,6,0.08690
0.19800,25,7,0.10172
0.19800,25,8,0.11668
0.19800,25,9,0.13181
0.19800,25,10,0.14713
0.19800,25,11,0.16266
0.19800,25,12,0.17842
0.19800,25,13,0.19441
0.19800,25,14,0.21067
0.19800,25,15,0.22719
0.19800,25,16,0.24400
0.19800,25,17,0.26111
0.19800,25,18,0.27853
0.19800,25,19,0.29627
0.19800,25,20,0.31434
0.19800,25,21,0.33275
0.19800,25,22,0.35150
0.19800,25,23,0.37060
0.19800,25,24,0.39005
0.19800,25,25,0.40985
0.19800,25,26,0.43002
0.19800,25,27,0.45053
0.19800,25,28,0.47140
0.19800,25,29,0.49262
0.19800,25,30,0.51419
0.19800,25,31,0.53610
0.19800,25,32,0.55833
0.19800,25,33,0.58090
0.19800,25,34,0.60377
0.19800,25,35,0.62695
0.19800,25,36,0.65042
0.19800,25,37,0.67416
0.19800,25,38,0.69816
0.19800,25,39,0.72241
0.19800,25,40,0.74689
0.19800,25,41,0.77158
0.19800,25,42,0.79646
0.19800,25,43,0.82152
0.19800,25,44,0.84673
0.19800,25,45,0.87207
0.19800,25,46,0.89752
0.19800,25,47,0.92306
0.19800,25,48,0.94867
0.19800,25,49,0.97432
0.19800,25,50,1.00000
