seed,ita,N,steps,stop_threshold,debug,omega,parallel,occupied_pixels,occupancy,bbox_density,perimeter,perimeter_per_occupied,R_g,D_est,D_r,max_width,height,aspect_ratio,top_row_fraction,touches_top,endpoints,branchpoints,skeleton_length,branching_ratio
19,0.8,300,10000,0.1,False,1.78,True,9000,0.1,0.1948431512632331,7953,0.8836666666666667,147.6970066649212,1.6609640474436813,0.9999058704467914,173,267,0.6479400749063671,0.0,0,1793,1105,5718,0.6162855549358617
20,0.8,300,10000,0.1,False,1.78,True,9000,0.1,0.20637468470534281,7993,0.8881111111111111,142.91414050245538,1.7131323773510494,0.9999908511568344,178,245,0.726530612244898,0.0,0,1882,1113,5762,0.5913921360255048
21,0.8,300,10000,0.1,False,1.78,True,9000,0.1,0.19373587342589602,8010,0.89,159.1970529459219,1.6239637567217933,0.9999983858181494,163,285,0.5719298245614035,0.0,0,1862,1040,5684,0.5585392051557465
22,0.8,300,10000,0.1,False,1.78,True,9000,0.1,0.18242626938279113,7946,0.8828888888888888,155.89322235997875,1.6935115615546243,0.999923014713044,195,253,0.7707509881422925,0.0,0,1794,1112,5758,0.6198439241917503
23,0.8,300,10000,0.1,False,1.78,True,9000,0.1,0.17647058823529413,8056,0.8951111111111111,162.03055747467994,1.6239637567217933,0.9999500568333239,170,300,0.5666666666666667,0.06333333333333334,1,1858,1079,5788,0.5807319698600646
24,0.8,300,10000,0.1,False,1.78,True,9000,0.1,0.17042872292076958,8006,0.8895555555555555,156.25679647440762,1.6664916416981792,0.9996013347007537,184,287,0.6411149825783972,0.0,0,1842,995,5685,0.5401737242128122
0,1.0,300,10000,0.1,False,1.8,True,8929,0.09921111111111111,0.09921111111111111,8270,0.9261955426139545,188.40404601796988,1.4480820945077297,0.995975998036382,300,300,1.0,1.0,1,1986,843,5878,0.4244712990936556
1,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8284,0.9204444444444444,191.41138303548084,1.458768919904014,0.9977636617692043,300,300,1.0,1.0,1,2003,904,5943,0.45132301547678483
2,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8219,0.9132222222222223,191.43310755108863,1.3684827970831028,0.9958552548987673,300,300,1.0,1.0,1,1982,896,5832,0.4520686175580222
3,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8208,0.912,188.65546315380791,1.4737662900529327,0.9990525551457183,300,300,1.0,1.0,1,1904,929,5797,0.4879201680672269
4,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8345,0.9272222222222222,187.52367346847467,1.5734206941646358,0.9997669422551414,300,300,1.0,1.0,1,1974,885,6002,0.44832826747720367
5,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8264,0.9182222222222223,190.88711585646635,1.5127675460535692,0.9983610682196498,300,300,1.0,1.0,1,1915,911,5837,0.47571801566579636
6,1.0,300,10000,0.1,False,1.8,True,8843,0.09825555555555555,0.09825555555555555,8152,0.9218590975913151,189.5701700489424,1.4796790077513273,0.9996820714426267,300,300,1.0,1.0,1,1893,833,5773,0.4400422609614369
7,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8306,0.9228888888888889,192.54218267982503,1.4534452978042594,0.9997053286108292,300,300,1.0,1.0,1,1952,893,5871,0.4574795081967213
8,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8352,0.928,188.37726980126286,1.489911059031185,0.9986086141192932,300,300,1.0,1.0,1,1999,890,5953,0.4452226113056528
9,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8234,0.9148888888888889,188.2681840118269,1.4289904975637862,0.9973349180639728,300,300,1.0,1.0,1,1949,872,5859,0.4474089276552078
10,1.0,300,10000,0.1,False,1.8,True,8656,0.09617777777777778,0.09617777777777778,8041,0.9289510166358595,192.38487627467927,1.5000000000000002,0.9984169417968691,300,300,1.0,1.0,1,1876,815,5722,0.43443496801705755
11,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8278,0.9197777777777778,184.84403275314148,1.441321524680921,0.997012804369609,300,300,1.0,1.0,1,1913,876,5764,0.45791949817041294
12,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8306,0.9228888888888889,191.05143461033384,1.4289904975637862,0.999065767204356,300,300,1.0,1.0,1,1972,883,5829,0.4477687626774848
13,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8247,0.9163333333333333,187.74494193512172,1.4770981551934381,0.9981657871441637,300,300,1.0,1.0,1,1916,915,5884,0.47755741127348644
14,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8259,0.9176666666666666,187.1124834008796,1.5221970596792267,0.9997167541123022,300,300,1.0,1.0,1,1913,860,5840,0.4495556717198118
15,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8245,0.9161111111111111,191.65253223245216,1.5111839065142274,0.9973961633833903,300,300,1.0,1.0,1,1941,942,5870,0.4853168469860896
16,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8249,0.9165555555555556,188.61881725379953,1.4692997276679287,0.9975137086556154,300,300,1.0,1.0,1,1989,835,5872,0.41980894922071393
17,1.0,300,10000,0.1,False,1.8,True,8808,0.09786666666666667,0.09786666666666667,8134,0.9234786557674841,189.67404039179104,1.4796790077513273,0.9987928597618432,300,300,1.0,1.0,1,1921,813,5803,0.42321707444039564
18,1.0,300,10000,0.1,False,1.8,True,8925,0.09916666666666667,0.09916666666666667,8252,0.924593837535014,192.0927731628667,1.5000000000000002,0.9967340353605489,300,300,1.0,1.0,1,1967,826,5920,0.4199288256227758
19,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8267,0.9185555555555556,188.94924391957164,1.4465423980417444,0.9949046569614839,300,300,1.0,1.0,1,1901,878,5752,0.4618621778011573
20,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8223,0.9136666666666666,199.57842763629984,1.4770981551934381,0.9928693043952571,300,300,1.0,1.0,1,1884,869,5788,0.46125265392781317
21,1.0,300,10000,0.1,False,1.8,True,8881,0.09867777777777778,0.09867777777777778,8173,0.9202792478324513,191.91787450656508,1.4150374992788437,0.998690936895877,300,300,1.0,1.0,1,1957,809,5773,0.41338783852835975
22,1.0,300,10000,0.1,False,1.8,True,9000,0.1,0.1,8297,0.9218888888888889,191.47568281928415,1.4770981551934381,0.9960121018675965,300,300,1.0,1.0,1,1978,855,5894,0.4322548028311426
23,1.0,300,10000,0.1,False,1.8,True,8896,0.09884444444444444,0.09884444444444444,8238,0.9260341726618705,192.13450247513305,1.489911059031185,0.9986086141192932,300,300,1.0,1.0,1,1989,821,5900,0.41277023629964804
24,1.0,300,10000,0.1,False,1.8,True,8732,0.09702222222222222,0.09702222222222222,8072,0.9244159413650939,191.79970752264424,1.4587689199040137,0.9956524463147689,300,300,1.0,1.0,1,1882,789,5756,0.41923485653560044
0,1.2000000000000002,300,10000,0.1,False,1.82,True,6825,0.07583333333333334,0.07583333333333334,6424,0.9412454212454212,197.2201718650407,1.4262214057930709,0.9966131495138358,300,300,1.0,1.0,1,1501,587,4588,0.391072618254497
1,1.2000000000000002,300,10000,0.1,False,1.82,True,7016,0.07795555555555556,0.07795555555555556,6583,0.9382839224629419,187.5708946169731,1.3921356544722816,0.9990954416885615,300,300,1.0,1.0,1,1625,601,4679,0.3698461538461538
2,1.2000000000000002,300,10000,0.1,False,1.82,True,7237,0.08041111111111111,0.08041111111111111,6789,0.9380958960895399,193.41798858609673,1.4796790077513273,0.9972583012302144,300,300,1.0,1.0,1,1573,618,4851,0.39287984742530196
3,1.2000000000000002,300,10000,0.1,False,1.82,True,7656,0.08506666666666667,0.08506666666666667,7212,0.9420062695924765,196.07361223755473,1.4796790077513273,0.9987928597618432,300,300,1.0,1.0,1,1721,630,5130,0.3660662405578152
4,1.2000000000000002,300,10000,0.1,False,1.82,True,6958,0.07731111111111111,0.07731111111111111,6590,0.9471112388617419,190.80132378118924,1.458768919904014,0.9991354664838581,300,300,1.0,1.0,1,1552,560,4695,0.36082474226804123
5,1.2000000000000002,300,10000,0.1,False,1.82,True,7217,0.08018888888888889,0.08018888888888889,6765,0.9373700983788278,190.85719538821039,1.5000000000000002,0.9991421763569001,300,300,1.0,1.0,1,1605,590,4855,0.367601246105919
6,1.2000000000000002,300,10000,0.1,False,1.82,True,6876,0.0764,0.0764,6467,0.9405177428737638,184.81663829475937,1.4372345589580706,0.9962964814537468,300,300,1.0,1.0,1,1522,592,4588,0.38896189224704336
7,1.2000000000000002,300,10000,0.1,False,1.82,True,7319,0.08132222222222223,0.08132222222222223,6890,0.9413854351687388,193.10781008304755,1.4480820945077297,0.9980073325835429,300,300,1.0,1.0,1,1585,629,4901,0.3968454258675079
8,1.2000000000000002,300,10000,0.1,False,1.82,True,7049,0.07832222222222222,0.07832222222222222,6630,0.9405589445311392,190.66375276747974,1.4692997276679287,0.9975137086556154,300,300,1.0,1.0,1,1585,633,4802,0.39936908517350156
9,1.2000000000000002,300,10000,0.1,False,1.82,True,7589,0.08432222222222223,0.08432222222222223,7128,0.9392541836869153,190.20867236630463,1.489911059031185,0.9986086141192932,300,300,1.0,1.0,1,1620,647,5071,0.3993827160493827
10,1.2000000000000002,300,10000,0.1,False,1.82,True,6380,0.07088888888888889,0.07088888888888889,5971,0.9358934169278997,193.76954244652927,1.3921356544722816,0.9998725632347413,300,300,1.0,1.0,1,1347,519,4337,0.38530066815144765
11,1.2000000000000002,300,10000,0.1,False,1.82,True,7903,0.08781111111111112,0.08781111111111112,7403,0.9367328862457295,190.7333516684855,1.5099497787188525,0.9964664572339805,300,300,1.0,1.0,1,1713,734,5306,0.4284880326911851
12,1.2000000000000002,300,10000,0.1,False,1.82,True,7528,0.08364444444444444,0.08364444444444444,7127,0.9467321997874601,186.91074215076466,1.4796790077513273,0.9987928597618432,300,300,1.0,1.0,1,1662,656,5137,0.394705174488568
13,1.2000000000000002,300,10000,0.1,False,1.82,True,6794,0.07548888888888888,0.07548888888888888,6396,0.9414188990285546,192.27494442530286,1.4150374992788437,0.998690936895877,300,300,1.0,1.0,1,1470,555,4500,0.37755102040816324
14,1.2000000000000002,300,10000,0.1,False,1.82,True,7028,0.07808888888888889,0.07808888888888889,6612,0.9408081957882755,185.49833855973873,1.4372345589580702,0.9982438018857951,300,300,1.0,1.0,1,1558,564,4698,0.362002567394095
15,1.2000000000000002,300,10000,0.1,False,1.82,True,7492,0.08324444444444444,0.08324444444444444,7041,0.9398024559530166,195.79372460517664,1.4692997276679287,0.9975137086556154,300,300,1.0,1.0,1,1644,659,5067,0.4008515815085158
16,1.2000000000000002,300,10000,0.1,False,1.82,True,7164,0.0796,0.0796,6732,0.9396984924623115,194.8769801933224,1.4372345589580706,0.9962964814537468,300,300,1.0,1.0,1,1601,580,4831,0.3622735790131168
17,1.2000000000000002,300,10000,0.1,False,1.82,True,6802,0.07557777777777777,0.07557777777777777,6388,0.9391355483681271,191.3156698591795,1.4262214057930709,0.9938951279918663,300,300,1.0,1.0,1,1535,610,4661,0.3973941368078176
18,1.2000000000000002,300,10000,0.1,False,1.82,True,6677,0.07418888888888889,0.07418888888888889,6280,0.9405421596525385,194.81015631799798,1.380406168060287,0.997823268350366,300,300,1.0,1.0,1,1439,561,4499,0.3898540653231411
19,1.2000000000000002,300,10000,0.1,False,1.82,True,7717,0.08574444444444444,0.08574444444444444,7237,0.9377996630815083,195.29297210268942,1.4692997276679287,0.9953264919993617,300,300,1.0,1.0,1,1747,681,5167,0.3898111047510017
20,1.2000000000000002,300,10000,0.1,False,1.82,True,7270,0.08077777777777778,0.08077777777777778,6878,0.946079779917469,193.28727328449526,1.4372345589580702,0.9982438018857951,300,300,1.0,1.0,1,1645,651,4940,0.39574468085106385
21,1.2000000000000002,300,10000,0.1,False,1.82,True,7046,0.0782888888888889,0.0782888888888889,6631,0.941101334090264,192.0438500315535,1.4372345589580702,0.9982438018857951,300,300,1.0,1.0,1,1588,553,4667,0.3482367758186398
22,1.2000000000000002,300,10000,0.1,False,1.82,True,7281,0.0809,0.0809,6827,0.9376459277571763,196.06131860659397,1.4692997276679287,0.9975137086556154,300,300,1.0,1.0,1,1598,632,4976,0.3954943679599499
23,1.2000000000000002,300,10000,0.1,False,1.82,True,6467,0.07185555555555556,0.07185555555555556,6105,0.9440235039430958,194.77431719143524,1.3684827970831028,0.9994453731546665,300,300,1.0,1.0,1,1404,537,4413,0.38247863247863245
24,1.2000000000000002,300,10000,0.1,False,1.82,True,7069,0.07854444444444444,0.07854444444444444,6657,0.941717357476305,193.33705067783586,1.4372345589580702,0.9982438018857951,300,300,1.0,1.0,1,1526,604,4784,0.39580602883355176
0,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5529,0.06143333333333333,0.06143333333333333,5270,0.9531560860915175,197.5475455086202,1.3187149603076462,0.9999182462907084,300,300,1.0,1.0,1,1249,430,3813,0.344275420336269
1,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5555,0.06172222222222222,0.06172222222222222,5326,0.9587758775877587,199.0860815496319,1.5111839065142274,0.9989704159068075,300,300,1.0,1.0,1,1230,405,3808,0.32926829268292684
2,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5557,0.06174444444444444,0.06174444444444444,5277,0.9496131005938456,193.77863375172802,1.4150374992788437,0.9942903950964027,300,300,1.0,1.0,1,1183,407,3751,0.3440405748098056
3,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5782,0.06424444444444445,0.06424444444444445,5506,0.9522656520235213,193.46083972318317,1.403677461028802,0.9988992037204377,300,300,1.0,1.0,1,1256,475,3988,0.3781847133757962
4,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5548,0.061644444444444446,0.061644444444444446,5311,0.9572819033886085,193.62550864784015,1.380406168060287,0.997823268350366,300,300,1.0,1.0,1,1262,406,3764,0.32171156893819336
5,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5689,0.0632111111111111,0.0632111111111111,5418,0.9523642116364914,189.69614294422811,1.380406168060287,0.9992780818573728,300,300,1.0,1.0,1,1245,444,3944,0.3566265060240964
6,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5871,0.06523333333333334,0.06523333333333334,5579,0.9502640095384092,196.3664152400712,1.3921356544722816,0.9990954416885615,300,300,1.0,1.0,1,1325,445,4005,0.33584905660377357
7,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5561,0.061788888888888886,0.061788888888888886,5294,0.9519870526883654,198.72868778934895,1.426221405793071,0.9984720484624177,300,300,1.0,1.0,1,1273,446,3776,0.35035349567949725
8,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,6028,0.06697777777777777,0.06697777777777777,5749,0.95371599203716,196.07426810557953,1.4480820945077297,0.9980073325835429,300,300,1.0,1.0,1,1342,461,4047,0.3435171385991058
9,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,6088,0.06764444444444444,0.06764444444444444,5773,0.9482588699080158,197.12010028307878,1.4150374992788437,0.998690936895877,300,300,1.0,1.0,1,1334,456,4143,0.34182908545727136
10,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5624,0.062488888888888885,0.062488888888888885,5369,0.9546586059743954,195.5288466492278,1.403677461028802,0.9988992037204377,300,300,1.0,1.0,1,1246,412,3860,0.3306581059390048
11,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5486,0.060955555555555554,0.060955555555555554,5209,0.9495078381334305,188.6468788883807,1.4289904975637862,0.9998902478050888,300,300,1.0,1.0,1,1241,408,3781,0.3287671232876712
12,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,6416,0.07128888888888889,0.07128888888888889,6121,0.9540211970074813,194.20153643025156,1.4150374992788437,0.9969251636347707,300,300,1.0,1.0,1,1392,451,4363,0.3239942528735632
13,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5742,0.0638,0.0638,5454,0.9498432601880877,199.44513068324508,1.4036774610288023,0.9997882518959774,300,300,1.0,1.0,1,1225,473,3929,0.38612244897959186
14,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5810,0.06455555555555556,0.06455555555555556,5517,0.9495697074010327,191.97330790149894,1.3563590239597647,0.9983780595141478,300,300,1.0,1.0,1,1284,470,4018,0.3660436137071651
15,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5865,0.06516666666666666,0.06516666666666666,5586,0.9524296675191816,199.9586960759706,1.3684827970831028,0.9981060082330495,300,300,1.0,1.0,1,1267,446,3996,0.35201262825572216
16,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5552,0.06168888888888889,0.06168888888888889,5279,0.950828530259366,196.93956525572102,1.3906798567623304,0.9995929040111774,300,300,1.0,1.0,1,1213,431,3781,0.3553173948887057
17,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5676,0.06306666666666666,0.06306666666666666,5441,0.9585976039464411,193.48837538581813,1.380406168060287,0.9920961935082612,300,300,1.0,1.0,1,1254,429,3858,0.34210526315789475
18,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5285,0.058722222222222224,0.058722222222222224,5061,0.9576158940397351,195.53890359542243,1.4372345589580706,0.9994366037262771,300,300,1.0,1.0,1,1109,405,3686,0.3651938683498647
19,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,6290,0.06988888888888889,0.06988888888888889,5940,0.9443561208267091,198.33132217209416,1.403677461028802,0.994684810463802,300,300,1.0,1.0,1,1406,501,4307,0.3563300142247511
20,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5832,0.0648,0.0648,5577,0.956275720164609,196.28479307664486,1.3921356544722816,0.9998725632347413,300,300,1.0,1.0,1,1283,419,3990,0.32657833203429465
21,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5972,0.06635555555555556,0.06635555555555556,5713,0.9566309444072337,196.37415846761687,1.5111839065142274,0.9989704159068075,300,300,1.0,1.0,1,1380,469,4116,0.3398550724637681
22,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5679,0.0631,0.0631,5425,0.955273815812643,200.27229043279138,1.403677461028802,0.9972315821068413,300,300,1.0,1.0,1,1222,449,3924,0.367430441898527
23,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5308,0.058977777777777775,0.058977777777777775,5076,0.9562923888470234,199.79620881417762,1.4534452978042594,0.9997053286108292,300,300,1.0,1.0,1,1164,414,3667,0.3556701030927835
24,1.4000000000000001,300,10000,0.1,False,1.8399999999999999,True,5663,0.06292222222222223,0.06292222222222223,5389,0.9516157513685326,195.99098720840624,1.380406168060287,0.997823268350366,300,300,1.0,1.0,1,1272,464,3898,0.36477987421383645
0,1.6,300,10000,0.1,False,1.8599999999999999,True,4681,0.05201111111111111,0.05201111111111111,4476,0.956205938901944,197.9633132757658,1.3440279968426296,0.9997258506806735,300,300,1.0,1.0,1,1044,307,3207,0.2940613026819923
1,1.6,300,10000,0.1,False,1.8599999999999999,True,4551,0.05056666666666667,0.05056666666666667,4343,0.9542957591738079,196.68196015900537,1.3684827970831028,0.9994453731546665,300,300,1.0,1.0,1,949,346,3193,0.36459430979978924
2,1.6,300,10000,0.1,False,1.8599999999999999,True,4639,0.05154444444444444,0.05154444444444444,4451,0.9594740245742617,192.67309891045878,1.331482506361215,0.994013791277422,300,300,1.0,1.0,1,1030,341,3262,0.33106796116504855
3,1.6,300,10000,0.1,False,1.8599999999999999,True,4640,0.051555555555555556,0.051555555555555556,4453,0.959698275862069,191.41004628536487,1.3187149603076462,0.9991119775771737,300,300,1.0,1.0,1,997,344,3221,0.34503510531594783
4,1.6,300,10000,0.1,False,1.8599999999999999,True,4711,0.05234444444444444,0.05234444444444444,4528,0.9611547442156655,199.10595810139702,1.380406168060287,0.997823268350366,300,300,1.0,1.0,1,1060,378,3315,0.35660377358490564
5,1.6,300,10000,0.1,False,1.8599999999999999,True,4809,0.05343333333333333,0.05343333333333333,4627,0.9621542940320232,193.32761211517388,1.3057173560411741,0.9976981491000478,300,300,1.0,1.0,1,1058,366,3373,0.34593572778827975
6,1.6,300,10000,0.1,False,1.8599999999999999,True,4827,0.05363333333333333,0.05363333333333333,4616,0.9562875492024031,198.32805030454213,1.4164450070823713,0.99925871493364,300,300,1.0,1.0,1,1055,344,3301,0.32606635071090045
7,1.6,300,10000,0.1,False,1.8599999999999999,True,4269,0.047433333333333334,0.047433333333333334,4121,0.9653314593581636,201.29261951069552,1.3187149603076462,0.9849231645052561,300,300,1.0,1.0,1,912,267,2956,0.29276315789473684
8,1.6,300,10000,0.1,False,1.8599999999999999,True,4398,0.04886666666666667,0.04886666666666667,4212,0.9577080491132333,196.7122809188637,1.3187149603076462,0.9973469287594964,300,300,1.0,1.0,1,994,320,3086,0.32193158953722334
9,1.6,300,10000,0.1,False,1.8599999999999999,True,4695,0.05216666666666667,0.05216666666666667,4513,0.9612353567625133,196.92209365410494,1.4036774610288028,0.999435173828186,300,300,1.0,1.0,1,1029,316,3240,0.30709426627793973
10,1.6,300,10000,0.1,False,1.8599999999999999,True,4176,0.0464,0.0464,4011,0.9604885057471264,197.03871818888095,1.3684827970831028,0.9981060082330495,300,300,1.0,1.0,1,898,316,2943,0.3518930957683742
11,1.6,300,10000,0.1,False,1.8599999999999999,True,5000,0.05555555555555555,0.05555555555555555,4796,0.9592,196.7528266633036,1.3921356544722816,0.9990954416885615,300,300,1.0,1.0,1,1055,371,3483,0.35165876777251187
12,1.6,300,10000,0.1,False,1.8599999999999999,True,4931,0.05478888888888889,0.05478888888888889,4760,0.9653214358142365,193.41442534373817,1.380406168060287,0.9954681161486321,300,300,1.0,1.0,1,1092,337,3412,0.3086080586080586
13,1.6,300,10000,0.1,False,1.8599999999999999,True,4748,0.052755555555555556,0.052755555555555556,4557,0.9597725358045492,201.63103570062947,1.3921356544722816,0.997531346861424,300,300,1.0,1.0,1,1020,346,3320,0.3392156862745098
14,1.6,300,10000,0.1,False,1.8599999999999999,True,5043,0.05603333333333333,0.05603333333333333,4847,0.9611342454887963,191.63288496921925,1.403677461028802,0.994684810463802,300,300,1.0,1.0,1,1110,384,3526,0.34594594594594597
15,1.6,300,10000,0.1,False,1.8599999999999999,True,4562,0.05068888888888889,0.05068888888888889,4400,0.9644892590968873,200.6604925611403,1.3684827970831028,0.9994453731546665,300,300,1.0,1.0,1,960,317,3221,0.3302083333333333
16,1.6,300,10000,0.1,False,1.8599999999999999,True,4961,0.055122222222222225,0.055122222222222225,4771,0.9617012699052611,198.9763422146886,1.403677461028802,0.9972315821068413,300,300,1.0,1.0,1,1132,334,3470,0.2950530035335689
17,1.6,300,10000,0.1,False,1.8599999999999999,True,4643,0.051588888888888886,0.051588888888888886,4486,0.9661856558259746,195.79228863417094,1.380406168060287,0.9954681161486321,300,300,1.0,1.0,1,1046,324,3242,0.30975143403441685
18,1.6,300,10000,0.1,False,1.8599999999999999,True,4502,0.050022222222222225,0.050022222222222225,4341,0.9642381163927144,196.50523565810764,1.3921356544722816,0.997531346861424,300,300,1.0,1.0,1,1062,314,3113,0.295668549905838
19,1.6,300,10000,0.1,False,1.8599999999999999,True,4488,0.04986666666666666,0.04986666666666666,4322,0.9630124777183601,199.8937903147997,1.3440279968426296,0.996615162369202,300,300,1.0,1.0,1,966,342,3217,0.35403726708074534
20,1.6,300,10000,0.1,False,1.8599999999999999,True,4516,0.05017777777777778,0.05017777777777778,4326,0.95792736935341,198.7207733188706,1.3639602272816,0.9987960142180536,300,300,1.0,1.0,1,1006,311,3115,0.3091451292246521
21,1.6,300,10000,0.1,False,1.8599999999999999,True,4752,0.0528,0.0528,4564,0.9604377104377104,194.93585451049628,1.4534452978042594,0.9997053286108292,300,300,1.0,1.0,1,1049,327,3251,0.3117254528122021
22,1.6,300,10000,0.1,False,1.8599999999999999,True,4193,0.04658888888888889,0.04658888888888889,4041,0.9637491056522776,203.72750958966247,1.3774437510817346,0.9997293826486413,300,300,1.0,1.0,1,886,315,2942,0.35553047404063204
23,1.6,300,10000,0.1,False,1.8599999999999999,True,4503,0.05003333333333333,0.05003333333333333,4324,0.9602487230735065,200.402465916833,1.3563590239597647,0.9983780595141478,300,300,1.0,1.0,1,958,321,3153,0.33507306889352817
24,1.6,300,10000,0.1,False,1.8599999999999999,True,4490,0.04988888888888889,0.04988888888888889,4312,0.9603563474387528,192.83144260240528,1.3684827970831028,0.9994453731546665,300,300,1.0,1.0,1,981,331,3149,0.33741080530071355
0,1.8,300,10000,0.1,False,1.88,True,3963,0.044033333333333334,0.044033333333333334,3835,0.9677012364370426,197.86156292281962,1.3774437510817346,0.9985297511800556,300,300,1.0,1.0,1,848,272,2824,0.32075471698113206
1,1.8,300,10000,0.1,False,1.88,True,3657,0.040633333333333334,0.040633333333333334,3549,0.970467596390484,198.84353918669837,1.2652573583493902,0.9986673034066346,300,300,1.0,1.0,1,762,240,2635,0.31496062992125984
2,1.8,300,10000,0.1,False,1.88,True,3611,0.04012222222222222,0.04012222222222222,3496,0.9681528662420382,196.99481203289577,1.292481250360578,0.986262426095438,300,300,1.0,1.0,1,790,250,2587,0.31645569620253167
3,1.8,300,10000,0.1,False,1.88,True,3889,0.04321111111111111,0.04321111111111111,3779,0.9717150938544613,197.75024376658916,1.2789977265604435,0.9959091897333434,300,300,1.0,1.0,1,813,265,2796,0.32595325953259535
4,1.8,300,10000,0.1,False,1.88,True,3952,0.04391111111111111,0.04391111111111111,3844,0.9726720647773279,200.64332262744193,1.3187149603076462,0.9973469287594964,300,300,1.0,1.0,1,824,259,2858,0.3143203883495146
5,1.8,300,10000,0.1,False,1.88,True,4231,0.04701111111111111,0.04701111111111111,4111,0.9716379106594186,196.4344797768209,1.4164450070823713,0.99925871493364,300,300,1.0,1.0,1,931,262,3033,0.2814178302900107
6,1.8,300,10000,0.1,False,1.88,True,3941,0.04378888888888889,0.04378888888888889,3806,0.9657447348388734,199.74398483381177,1.2789977265604437,0.9996737046575103,300,300,1.0,1.0,1,872,260,2795,0.2981651376146789
7,1.8,300,10000,0.1,False,1.88,True,3594,0.039933333333333335,0.039933333333333335,3486,0.9699499165275459,202.36317608737858,1.3057173560411741,0.9949690953578275,300,300,1.0,1.0,1,777,221,2527,0.28442728442728443
8,1.8,300,10000,0.1,False,1.88,True,3913,0.043477777777777775,0.043477777777777775,3801,0.9713774597495528,198.06407799775286,1.2789977265604437,0.9996737046575103,300,300,1.0,1.0,1,812,264,2791,0.3251231527093596
9,1.8,300,10000,0.1,False,1.88,True,3999,0.04443333333333333,0.04443333333333333,3870,0.967741935483871,194.74049133331565,1.3639602272816,0.9987960142180536,300,300,1.0,1.0,1,871,275,2850,0.3157290470723307
10,1.8,300,10000,0.1,False,1.88,True,3831,0.04256666666666667,0.04256666666666667,3720,0.971025841816758,203.17254941120106,1.4534452978042594,0.9997053286108292,300,300,1.0,1.0,1,829,267,2727,0.3220747889022919
11,1.8,300,10000,0.1,False,1.88,True,4020,0.04466666666666667,0.04466666666666667,3895,0.9689054726368159,196.31232223346683,1.2652573583493902,0.9963693285831512,300,300,1.0,1.0,1,880,276,2826,0.31363636363636366
12,1.8,300,10000,0.1,False,1.88,True,3838,0.04264444444444444,0.04264444444444444,3738,0.9739447628973423,198.50806481806063,1.3057173560411741,0.9976981491000478,300,300,1.0,1.0,1,799,260,2785,0.32540675844806005
13,1.8,300,10000,0.1,False,1.88,True,3618,0.0402,0.0402,3495,0.9660033167495854,208.0406879932301,1.2512501702645915,0.993346928500015,300,300,1.0,1.0,1,777,270,2596,0.3474903474903475
14,1.8,300,10000,0.1,False,1.88,True,3827,0.042522222222222225,0.042522222222222225,3705,0.9681212437940946,197.9092212050596,1.292481250360578,0.9995102451821031,300,300,1.0,1.0,1,869,259,2694,0.29804372842347526
